Investment Name,Capital Committed,Unfunded Commitment,Paid-in Capital/Capital Drawn,Total Capital Distributed,Reported Market Value,Net IRR,Date,Capital Distributed Per Quarter
"Chisholm Partners IV, L.P.",0.1451815153865475,0.3551337845019841,0.045475920316013475,3.199399741201705e-05,0.04858064108852677,0.8149900946511115,2000-03-31,0.06650046708162007
"Chisholm Partners IV, L.P.",0.1451815153865475,0.3269582692529906,0.06754757974993027,1.975781531511666e-05,0.07837400970917584,0.8193631227529533,2000-06-30,0.06642394942250092
"Chisholm Partners IV, L.P.",0.1451815153865475,0.3009495349226788,0.08792186293065649,1.975781531511666e-05,0.11872673581427404,0.8252604739892876,2000-09-30,0.06644987570932365
"Chisholm Partners IV, L.P.",0.1451815153865475,0.29889911034354133,0.08952808991907939,0.003256508688379223,0.11104611420997963,0.8209406412796243,2000-12-31,0.07330797334502544
"Chisholm Partners IV, L.P.",0.1451815153865475,0.2934882148418912,0.09376678588220648,0.0032687381064174736,0.11392842877887538,0.8196456086286595,2001-03-31,0.06647578766431286
"Chisholm Partners IV, L.P.",0.1451815153865475,0.2891896177295705,0.09713414831261134,0.0032687381064174736,0.09634170974144729,0.8159292684716413,2001-06-30,0.06644987570932365
"Chisholm Partners IV, L.P.",0.1451815153865475,0.2860688568227886,0.09957883730234092,0.0032687381064174736,0.07431232684432527,0.8127889060092449,2001-09-30,0.06644987570932365
"Chisholm Partners IV, L.P.",0.1451815153865475,0.2815670441722466,0.10310539129008428,0.0032687381064174736,0.06507616462919402,0.8115452344265903,2001-12-31,0.06644987570932365
"Chisholm Partners IV, L.P.",0.1451815153865475,0.271925534050676,0.11065819470650344,0.0032687381064174736,0.07298266533544912,0.812211093990755,2002-03-31,0.06644987570932365
"Chisholm Partners IV, L.P.",0.1451815153865475,0.26936588488483865,0.11266332945415243,0.0032687381064174736,0.0736698731444455,0.8125797930882676,2002-06-30,0.06644987570932365
"Chisholm Partners IV, L.P.",0.1451815153865475,0.2676322361765657,0.11402140590914887,0.0032687381064174736,0.07523135871284722,0.8130347054075868,2002-09-30,0.06644987570932365
